Make,Model,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg
Nissan,350Z,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,25,18
Nissan,350Z,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17
Nissan,350Z,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17
Nissan,350Z,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,25,18
Nissan,350Z,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,24,17
Nissan,350Z,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17
Nissan,350Z,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,25,18
Nissan,350Z,306,6,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,25,18
Nissan,350Z,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,23,17
Nissan,350Z,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,24,17
Nissan,350Z,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17
Nissan,350Z,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,23,17
Nissan,350Z,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,24,17
Nissan,350Z,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,23,17
Nissan,350Z,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17
Nissan,350Z,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,25,18
Nissan,350Z,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17
Nissan,350Z,306,6,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,25,18
Nissan,350Z,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,25,18
Nissan,350Z,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,25,18
Nissan,350Z,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,24,17
Nissan,350Z,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,25,18
Nissan,350Z,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,23,17
Nissan,350Z,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17
Nissan,350Z,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17
Nissan,350Z,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,23,17
Nissan,350Z,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,23,17
Nissan,350Z,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17
Nissan,350Z,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,23,17
Ferrari,360,400,8,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,15,10
Ferrari,360,400,8,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,15,10
Ferrari,360,400,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,15,10
Ferrari,360,400,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,15,10
Ferrari,360,400,8,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,15,10
Ferrari,360,400,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,15,10
Ferrari,360,400,8,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,15,10
Ferrari,360,400,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,15,10
Ferrari,360,400,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,15,10
Ferrari,360,425,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,Factory Tuner,High-Performance",Compact,Coupe,15,10
Ferrari,360,400,8,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,15,10
Ferrari,360,400,8,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,15,10
Ferrari,360,400,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,15,10
Nissan,370Z,350,6,AUTOMATIC,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,26,19
Nissan,370Z,332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17
Nissan,370Z,332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,26,18
Nissan,370Z,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,25,18
Nissan,370Z,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,26,19
Nissan,370Z,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,26,19
Nissan,370Z,332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,26,18
Nissan,370Z,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,25,18
Nissan,370Z,332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,26,18
Nissan,370Z,332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,26,18
Nissan,370Z,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,25,18
Nissan,370Z,332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17
Nissan,370Z,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,26,19
Nissan,370Z,350,6,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,26,18
Nissan,370Z,350,6,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,26,18
Nissan,370Z,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,26,19
Nissan,370Z,350,6,AUTOMATIC,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,26,19
Nissan,370Z,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,25,18
Nissan,370Z,332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17
Nissan,370Z,350,6,AUTOMATIC,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,26,19
Nissan,370Z,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,26,19
Nissan,370Z,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,26,19
Nissan,370Z,350,6,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,26,18
Nissan,370Z,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,26,19
Nissan,370Z,332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17
Nissan,370Z,350,6,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,26,18
Nissan,370Z,332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,26,18
Nissan,370Z,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,25,18
Nissan,370Z,350,6,AUTOMATIC,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,26,19
Nissan,370Z,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,25,18
Nissan,370Z,332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,26,18
Nissan,370Z,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,26,19
Nissan,370Z,332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,26,18
Nissan,370Z,332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,26,18
Nissan,370Z,332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,26,18
Nissan,370Z,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,26,19
Nissan,370Z,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,26,19
Nissan,370Z,332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,26,18
Nissan,370Z,350,6,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,26,18
Nissan,370Z,350,6,MANUAL,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,26,18
Nissan,370Z,332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17
Nissan,370Z,332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,26,18
Nissan,370Z,332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17
Nissan,370Z,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,26,19
Nissan,370Z,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,25,18
Nissan,370Z,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,25,18
Nissan,370Z,332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,26,18
Nissan,370Z,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,25,18
Nissan,370Z,350,6,AUTOMATIC,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,26,19
Nissan,370Z,350,6,AUTOMATIC,rear wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,26,19
Nissan,370Z,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,26,19
Mazda,3,184,4,MANUAL,front wheel drive,4,Performance,Compact,Sedan,37,25
Mazda,3,184,4,AUTOMATIC,front wheel drive,4,Performance,Compact,Sedan,39,28
Mazda,3,155,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,41,30
Mazda,3,155,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,41,29
Mazda,3,155,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,41,29
Mazda,3,184,4,MANUAL,front wheel drive,4,Performance,Compact,Sedan,37,25
Mazda,3,184,4,AUTOMATIC,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,37,27
Mazda,3,184,4,AUTOMATIC,front wheel drive,4,Performance,Compact,Sedan,39,28
Mazda,3,184,4,MANUAL,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,35,26
Mazda,3,155,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,30
Mazda,3,155,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,41,30
Mazda,3,155,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,29
Mazda,3,155,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,30
Mazda,3,155,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,30
Mazda,3,155,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,29
Mazda,3,155,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,41,29
Mazda,3,184,4,MANUAL,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,35,26
Mazda,3,155,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,41,30
Mazda,3,155,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,29
Mazda,3,184,4,AUTOMATIC,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,37,27
Mazda,3,155,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,41,29
Mazda,3,155,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,41,30
Mazda,3,155,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,41,29
Mazda,3,155,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,41,30
Mazda,3,184,4,AUTOMATIC,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,37,27
Mazda,3,155,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,29
Mazda,3,155,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,30
Mazda,3,155,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,41,30
Mazda,3,155,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,30
Mazda,3,155,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,41,29
Mazda,3,184,4,AUTOMATIC,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,37,27
Mazda,3,184,4,MANUAL,front wheel drive,4,Performance,Compact,Sedan,37,25
Mazda,3,155,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,41,30
Mazda,3,155,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,30
Mazda,3,155,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,29
Mazda,3,155,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,29
Mazda,3,184,4,AUTOMATIC,front wheel drive,4,Performance,Compact,Sedan,39,28
Mazda,3,155,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,41,29
Mazda,3,184,4,MANUAL,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,35,26
Mazda,3,184,4,AUTOMATIC,front wheel drive,4,Performance,Compact,Sedan,39,28
Mazda,3,155,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,28
Mazda,3,155,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,37,27
Mazda,3,184,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,34,25
Mazda,3,184,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,36,27
Mazda,3,155,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,28
Mazda,3,184,4,AUTOMATIC,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,35,26
Mazda,3,184,4,MANUAL,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,33,25
Mazda,3,155,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,27
Mazda,3,184,4,AUTOMATIC,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,35,26
Mazda,3,155,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,28
Mazda,3,155,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,28
Mazda,3,184,4,MANUAL,front wheel drive,4,"Hatchback,Performance",Compact,4dr Hatchback,33,25
Mazda,3,155,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,37,27
BMW,4 Series Gran Coupe,240,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,33,22
BMW,4 Series Gran Coupe,240,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,34,23
BMW,4 Series Gran Coupe,240,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,34,23
BMW,4 Series Gran Coupe,240,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,33,22
BMW,4 Series Gran Coupe,300,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,32,21
BMW,4 Series Gran Coupe,300,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,31,20
BMW,4 Series Gran Coupe,240,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,34,22
BMW,4 Series Gran Coupe,300,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,30,20
BMW,4 Series Gran Coupe,300,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,31,20
BMW,4 Series Gran Coupe,240,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,34,23
BMW,4 Series Gran Coupe,320,6,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,32,21
BMW,4 Series Gran Coupe,320,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,31,21
BMW,4 Series Gran Coupe,248,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,33,23
BMW,4 Series Gran Coupe,248,4,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,34,23
BMW,4 Series,300,6,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Midsize,Convertible,29,20
BMW,4 Series,300,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,32,21
BMW,4 Series,240,4,AUTOMATIC,all wheel drive,2,Luxury,Midsize,Convertible,33,21
BMW,4 Series,240,4,AUTOMATIC,all wheel drive,2,Luxury,Midsize,Coupe,33,22
BMW,4 Series,240,4,AUTOMATIC,rear wheel drive,2,Luxury,Midsize,Convertible,34,23
BMW,4 Series,300,6,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Midsize,Coupe,30,20
BMW,4 Series,240,4,AUTOMATIC,all wheel drive,2,Luxury,Midsize,Coupe,33,22
BMW,4 Series,240,4,AUTOMATIC,all wheel drive,2,Luxury,Midsize,Convertible,33,21
BMW,4 Series,240,4,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,35,23
BMW,4 Series,300,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Convertible,31,20
BMW,4 Series,240,4,AUTOMATIC,rear wheel drive,2,Luxury,Midsize,Convertible,34,23
BMW,4 Series,240,4,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,35,23
BMW,4 Series,240,4,AUTOMATIC,all wheel drive,2,Luxury,Midsize,Convertible,33,21
BMW,4 Series,240,4,AUTOMATIC,rear wheel drive,2,Luxury,Midsize,Convertible,34,23
BMW,4 Series,240,4,MANUAL,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,34,22
BMW,4 Series,300,6,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Midsize,Coupe,30,20
BMW,4 Series,240,4,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,35,23
BMW,4 Series,300,6,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Midsize,Convertible,29,20
BMW,4 Series,240,4,AUTOMATIC,all wheel drive,2,Luxury,Midsize,Coupe,34,22
BMW,4 Series,300,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,31,20
BMW,4 Series,300,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Convertible,31,20
BMW,4 Series,248,4,AUTOMATIC,rear wheel drive,2,Luxury,Midsize,Convertible,34,23
BMW,4 Series,248,4,AUTOMATIC,all wheel drive,2,Luxury,Midsize,Convertible,32,22
BMW,4 Series,320,6,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Midsize,Coupe,31,21
BMW,4 Series,248,4,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Midsize,Coupe,33,23
BMW,4 Series,248,4,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,34,23
BMW,4 Series,320,6,AUTOMATIC,all wheel drive,2,"Luxury,Performance",Midsize,Convertible,30,20
BMW,4 Series,320,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Convertible,29,21
BMW,4 Series,320,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,32,21
Mercedes-Benz,400-Class,268,8,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,20,15
Mercedes-Benz,400-Class,282,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,16,12
Mercedes-Benz,400-Class,275,8,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,22,16
Mercedes-Benz,400-Class,275,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,17,13
Mercedes-Benz,420-Class,201,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,17,14
Mercedes-Benz,420-Class,201,8,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,17,14
Ferrari,456M,442,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,14,9
Ferrari,456M,442,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,15,9
Ferrari,456M,442,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,14,9
Ferrari,456M,442,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,15,9
Ferrari,456M,442,12,AUTOMATIC,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,14,9
Ferrari,456M,442,12,MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,15,9
Ferrari,458 Italia,562,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,17,13
Ferrari,458 Italia,562,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,17,13
Ferrari,458 Italia,562,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,17,13
Ferrari,458 Italia,597,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,17,13
Ferrari,458 Italia,562,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,17,13
Ferrari,458 Italia,562,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,17,13
Ferrari,458 Italia,562,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Convertible,17,13
Ferrari,458 Italia,597,8,AUTOMATED_MANUAL,rear wheel drive,2,"Exotic,High-Performance",Compact,Coupe,17,13
Alfa Romeo,4C,237,4,AUTOMATED_MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,34,24
Alfa Romeo,4C,237,4,AUTOMATED_MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Coupe,34,24
Alfa Romeo,4C,237,4,AUTOMATED_MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Coupe,34,24
Alfa Romeo,4C,237,4,AUTOMATED_MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Coupe,34,24
Alfa Romeo,4C,237,4,AUTOMATED_MANUAL,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,34,24
Toyota,4Runner,270,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,23,17
Toyota,4Runner,270,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,23,17
Toyota,4Runner,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,22,17
Toyota,4Runner,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,22,17
Toyota,4Runner,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,22,17
Toyota,4Runner,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,22,17
Toyota,4Runner,270,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,23,17
Toyota,4Runner,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,22,17
Toyota,4Runner,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,17
Toyota,4Runner,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,17
Toyota,4Runner,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,17
Toyota,4Runner,270,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,22,17
Toyota,4Runner,270,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,22,17
Toyota,4Runner,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,17
Toyota,4Runner,270,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,22,17
Toyota,4Runner,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,17
Toyota,4Runner,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,17
Toyota,4Runner,270,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,22,17
Toyota,4Runner,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,17
Toyota,4Runner,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,17
Toyota,4Runner,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,17
Toyota,4Runner,270,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,22,17
Toyota,4Runner,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,17
Toyota,4Runner,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,17
Toyota,4Runner,270,6,AUTOMATIC,four wheel drive,4,N/A,Midsize,4dr SUV,21,17
Toyota,4Runner,270,6,AUTOMATIC,rear wheel drive,4,N/A,Midsize,4dr SUV,22,17
BMW,5 Series Gran Turismo,300,6,AUTOMATIC,rear wheel drive,4,"Hatchback,Luxury",Large,4dr Hatchback,28,19
BMW,5 Series Gran Turismo,445,8,AUTOMATIC,all wheel drive,4,"Hatchback,Luxury,Performance",Large,4dr Hatchback,24,16
BMW,5 Series Gran Turismo,300,6,AUTOMATIC,all wheel drive,4,"Hatchback,Luxury",Large,4dr Hatchback,26,18
BMW,5 Series Gran Turismo,445,8,AUTOMATIC,rear wheel drive,4,"Hatchback,Luxury,Performance",Large,4dr Hatchback,25,16
BMW,5 Series Gran Turismo,300,6,AUTOMATIC,all wheel drive,4,"Hatchback,Luxury",Large,4dr Hatchback,26,18
BMW,5 Series Gran Turismo,445,8,AUTOMATIC,all wheel drive,4,"Hatchback,Luxury,Performance",Large,4dr Hatchback,24,16
BMW,5 Series Gran Turismo,300,6,AUTOMATIC,rear wheel drive,4,"Hatchback,Luxury",Large,4dr Hatchback,28,19
BMW,5 Series Gran Turismo,300,6,AUTOMATIC,all wheel drive,4,"Hatchback,Luxury",Large,4dr Hatchback,26,18
BMW,5 Series Gran Turismo,300,6,AUTOMATIC,rear wheel drive,4,"Hatchback,Luxury,Performance",Large,4dr Hatchback,27,19
BMW,5 Series Gran Turismo,445,8,AUTOMATIC,all wheel drive,4,"Hatchback,Luxury,Performance",Large,4dr Hatchback,24,15
BMW,5 Series,443,8,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,25,16
BMW,5 Series,302,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,29,20
BMW,5 Series,255,6,AUTOMATIC,rear wheel drive,4,"Diesel,Luxury",Large,Sedan,38,26
BMW,5 Series,241,4,AUTOMATIC,all wheel drive,4,Luxury,Large,Sedan,33,22
BMW,5 Series,255,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Large,Sedan,37,26
BMW,5 Series,443,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Large,Sedan,25,17
BMW,5 Series,241,4,AUTOMATIC,rear wheel drive,4,Luxury,Large,Sedan,34,23
BMW,5 Series,302,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Large,Sedan,31,20
BMW,5 Series,255,6,AUTOMATIC,rear wheel drive,4,"Diesel,Luxury",Large,Sedan,38,26
BMW,5 Series,302,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,29,20
